session_id,player_id,game_title,date,session_duration_min,in_game_purchases_usd,level,platform,region,player_type,account_age_category,achievement_count,social_interactions,churn_flag
S00020704,P00014568,Mythic Quest,2024-07-21,62,4.55,23,pc,NA,Whale,New,58,,0
S00020705,P00014570,Mythic Quest,2024-04-17,161,,26,PlayStation,na,free,veteran,,47,0
S00020706,P00014570,Mythic Quest,2024-07-13,50,0,28,PlayStation,na,free,veteran,39,26,0
S00020707,P00014570,Mythic Quest,2024-07-19,97,0,30,PlayStation,na,free,veteran,43,,0
S00020708,P00014571,Mythic Quest,2024-04-27,116,,50,pc,,Whale,,17,36,0
S00020709,P00014571,Mythic Quest,2024-04-30,122,,52,pc,,Whale,,17,34,0
S00020710,P00014571,Mythic Quest,2024-05-09,66,0,53,pc,,Whale,,29,17,0
S00020711,P00014571,Mythic Quest,2024-05-10,64,,55,pc,,Whale,,29,5,0
S00020712,P00014571,Mythic Quest,2024-05-14,67,0,56,pc,,Whale,,41,8,0
S00020713,P00014571,Mythic Quest,2024-05-31,172,169.96,,pc,,Whale,,27,27,0
S00020714,P00014571,Mythic Quest,2024-07-09,66,0,62,pc,,Whale,,41,30,0
S00020715,P00014572,Mythic Quest,2024-04-18,168,15.33,18,,EU,Free,new,10,22,0
S00020716,P00014572,Mythic Quest,2024-04-30,141,7.98,19,,EU,Free,new,23,33,0
S00020717,P00014572,Mythic Quest,2024-06-04,66,18.49,22,,EU,Free,new,29,,0
S00020718,P00014572,Mythic Quest,2024-06-09,54,0,24,,EU,Free,new,25,,0
S00020719,P00014572,Mythic Quest,2024-06-12,113,8.39,26,,EU,Free,new,33,,0
S00020720,P00014572,Mythic Quest,2024-07-27,135,0,32,,EU,Free,new,67,15,0
S00020721,P00014572,Mythic Quest,2024-08-01,77,,35,,EU,Free,new,57,14,0
S00020722,P00014573,Mythic Quest,2024-06-15,97,,26,,OCE,,,35,48,0
S00020723,P00014573,Mythic Quest,2024-06-24,137,,28,,OCE,,,16,5,0
S00020724,P00014573,Mythic Quest,2024-07-16,58,,30,,OCE,,,23,22,0
S00020725,P00014573,Mythic Quest,2024-07-31,114,0,34,,OCE,,,35,54,0
S00020726,P00014574,Mythic Quest,2024-04-23,74,0,10,Xbox,N/A,Whale,,33,25,0
S00020727,P00014574,Mythic Quest,2024-05-13,31,0,12,Xbox,N/A,Whale,,32,53,0
S00020728,P00014575,Mythic Quest,2024-06-04,98,8.43,15,PlayStation,EU,Free,veteran,32,3,1
S00020729,P00014576,Mythic Quest,2024-04-18,50,,38,PC,EU,free,veteran,27,3,0
S00020730,P00014576,Mythic Quest,2024-04-25,71,,39,PC,EU,free,veteran,22,31,0
S00020731,P00014576,Mythic Quest,2024-05-10,89,0,42,PC,EU,free,veteran,22,41,1
S00020732,P00014577,Mythic Quest,2024-05-26,98,,5,PlayStation,,Casual,,11,38,0
S00020733,P00014577,Mythic Quest,2024-07-17,157,0,7,PlayStation,,Casual,,32,43,0
S00020734,P00014578,Mythic Quest,2024-06-14,97,0,7,PLAYSTATION,NA,free,veteran,23,19,0
S00020735,P00014578,Mythic Quest,2024-06-17,189,0,9,PLAYSTATION,NA,free,veteran,43,36,0
S00020736,P00014578,Mythic Quest,2024-07-29,184,21.94,11,PLAYSTATION,NA,free,veteran,-1,24,0
S00020737,P00014579,Mythic Quest,2024-04-21,53,14.39,10,,N/A,Free,New,13,28,0
S00020738,P00014579,Mythic Quest,2024-04-22,NULL,6.41,11,,N/A,Free,New,21,1,0
S00020739,P00014579,Mythic Quest,2024-04-30,59,0,13,,N/A,Free,New,27,19,No
S00020740,P00014579,Mythic Quest,2024-05-03,159,0,16,,N/A,Free,New,44,,No
S00020741,P00014579,Mythic Quest,2024-05-23,16,4.11,MAX,,N/A,Free,New,37,3,0
S00020742,P00014579,Mythic Quest,2024-08-01,71,18.99,21,,N/A,Free,New,57,47,0
S00020743,P00014580,Mythic Quest,2024-04-21,55,0,37,,na,,,25,49,0
S00020744,P00014580,Mythic Quest,2024-04-22,95,0,38,,na,,,9,31,0
S00020745,P00014580,Mythic Quest,2024-04-26,25,,40,,na,,,34,6,0
S00020746,P00014580,Mythic Quest,2024-05-07,153,0.85,42,,na,,,19,31,0
S00020747,P00014580,Mythic Quest,2024-06-04,28,0,45,,na,,,,7,0
S00020748,P00014580,Mythic Quest,2024-06-20,163,0,48,,na,,,40,17,0
S00020749,P00014580,Mythic Quest,2024-06-21,NULL,,50,,na,,,54,0,0
S00020750,P00014580,Mythic Quest,2024-07-18,24,16.26,52,,na,,,73,45,0
S00020751,P00014581,Mythic Quest,2024-04-27,57,0,15,PC,OCE,Whale,New,16,39,0
S00020752,P00014581,Mythic Quest,2024-04-28,143,,17,PC,OCE,Whale,New,6,8,0
S00020753,P00014581,Mythic Quest,2024-05-19,133,,18,PC,OCE,Whale,New,21,18,0
S00020754,P00014582,Mythic Quest,2024-04-27,127,0,15,PlayStation,ASIA,Premium,,-1,42,0
S00020755,P00014582,Mythic Quest,2024-05-28,15,9.14,MAX,PlayStation,ASIA,Premium,,13,47,No
S00020756,P00014582,Mythic Quest,2024-06-13,84,0,19,PlayStation,ASIA,Premium,,28,,0
S00020757,P00014582,Mythic Quest,2024-07-01,168,0,,PlayStation,ASIA,Premium,,27,,0
S00020758,P00014582,Mythic Quest,2024-07-09,19,0,26,PlayStation,ASIA,Premium,,34,40,0
S00020759,P00014582,Mythic Quest,2024-08-03,23,,25,PlayStation,ASIA,Premium,,38,17,0
S00020760,P00014582,Mythic Quest,2024-08-13,145,,28,PlayStation,ASIA,Premium,,64,32,0
S00020761,P00014583,Mythic Quest,2024-04-25,165,0,2,PLAYSTATION,NA,Premium,New,8,44,0
S00020762,P00014583,Mythic Quest,2024-05-21,83,,3,PLAYSTATION,NA,Premium,New,24,4,0
S00020763,P00014583,Mythic Quest,2024-05-22,44,10.06,6,PLAYSTATION,NA,Premium,New,11,8,0
S00020764,P00014583,Mythic Quest,2024-05-27,172,,,PLAYSTATION,NA,Premium,New,25,3,0
S00020765,P00014584,Mythic Quest,2024-04-18,147,,37,,na,Premium,New,,12,0
S00020766,P00014584,Mythic Quest,2024-04-28,30,,39,,na,Premium,New,-1,30,0
S00020767,P00014584,Mythic Quest,2024-05-02,198,14.46,41,,na,Premium,New,15,2,0
S00020768,P00014584,Mythic Quest,2024-06-17,16,,43,,na,Premium,New,28,34,0
S00020769,P00014584,Mythic Quest,2024-07-16,30,14.84,46,,na,Premium,New,36,22,0
S00020770,P00014585,Mythic Quest,2024-06-11,144,0,48,PLAYSTATION,ASIA,free,New,15,42,0
S00020771,P00014585,Mythic Quest,2024-06-16,124,0,50,PLAYSTATION,ASIA,free,New,32,7,0
S00020772,P00014585,Mythic Quest,2024-07-03,80,0,52,PLAYSTATION,ASIA,free,New,46,22,0
S00020773,P00014585,Mythic Quest,2024-07-03,152,,56,PLAYSTATION,ASIA,free,New,25,59,0
S00020774,P00014585,Mythic Quest,2024-07-19,29,4.81,59,PLAYSTATION,ASIA,free,New,56,24,0
S00020775,P00014585,Mythic Quest,2024-07-22,164,16.04,61,PLAYSTATION,ASIA,free,New,61,66,0
S00020776,P00014585,Mythic Quest,2024-08-09,101,,60,PLAYSTATION,ASIA,free,New,49,7,No
S00020777,P00014586,Mythic Quest,2024-04-16,23,0,40,,OCE,Free,Veteran,17,41,0
S00020778,P00014586,Mythic Quest,2024-04-22,69,0,42,,OCE,Free,Veteran,24,13,0
S00020779,P00014586,Mythic Quest,2024-05-10,9,12.65,43,,OCE,Free,Veteran,26,18,0
S00020780,P00014586,Mythic Quest,2024-05-10,104,0,46,,OCE,Free,Veteran,39,16,0
S00020781,P00014586,Mythic Quest,2024-05-19,61,11.00,48,,OCE,Free,Veteran,,10,0
S00020782,P00014586,Mythic Quest,2024-06-05,97,0,51,,OCE,Free,Veteran,41,56,0
S00020783,P00014586,Mythic Quest,2024-08-07,152,,55,,OCE,Free,Veteran,40,59,0
S00020784,P00014586,Mythic Quest,2024-08-10,132,0,54,,OCE,Free,Veteran,53,10,0
S00020785,P00014587,Mythic Quest,2024-04-20,40,11.61,22,,SA,Free,veteran,1,15,0
S00020786,P00014587,Mythic Quest,2024-04-20,146,14.12,23,,SA,Free,veteran,-1,32,0
S00020787,P00014587,Mythic Quest,2024-04-27,135,7.23,25,,SA,Free,veteran,34,37,0
S00020788,P00014587,Mythic Quest,2024-04-29,46,,27,,SA,Free,veteran,26,,0
S00020789,P00014587,Mythic Quest,2024-05-21,42,,29,,SA,Free,veteran,-1,0,0
S00020790,P00014587,Mythic Quest,2024-05-28,168,14.85,31,,SA,Free,veteran,38,,0
S00020791,P00014587,Mythic Quest,2024-08-06,64,0,34,,SA,Free,veteran,31,43,0
S00020792,P00014587,Mythic Quest,2024-08-07,222,0,MAX,,SA,Free,veteran,82,44,0
S00020793,P00014588,Mythic Quest,2024-05-02,159,0,30,PlayStation,na,Casual,New,14,3,0
S00020794,P00014588,Mythic Quest,2024-05-14,146,18.64,32,PlayStation,na,Casual,New,38,32,1
S00020795,P00014589,Mythic Quest,2024-05-20,73,0,28,,ASIA,,New,13,3,0
S00020796,P00014589,Mythic Quest,2024-06-10,12,15.07,30,,ASIA,,New,14,12,No
S00020797,P00014589,Mythic Quest,2024-06-26,172,8.39,33,,ASIA,,New,20,13,0
S00020798,P00014589,Mythic Quest,2024-07-04,161,0,36,,ASIA,,New,30,60,0
S00020799,P00014589,Mythic Quest,2024-07-29,132,9.98,36,,ASIA,,New,21,48,0
S00020800,P00014589,Mythic Quest,2024-08-01,14,,39,,ASIA,,New,44,,0
S00020801,P00014590,Mythic Quest,2024-04-22,118,121.82,39,Xbox,na,Whale,veteran,-1,13,0
S00020802,P00014590,Mythic Quest,2024-05-18,101,,41,Xbox,na,Whale,veteran,22,0,No
S00020803,P00014590,Mythic Quest,2024-06-28,229,,44,Xbox,na,Whale,veteran,,,1
S00020804,P00014591,Mythic Quest,2024-05-10,83,15.96,46,,EU,free,Intermediate,16,,0
S00020805,P00014591,Mythic Quest,2024-06-28,112,0,48,,EU,free,Intermediate,46,8,0
S00020806,P00014591,Mythic Quest,2024-06-30,101,0,50,,EU,free,Intermediate,46,22,1
S00020807,P00014592,Mythic Quest,2024-04-21,90,0,33,PlayStation,ASIA,Casual,new,19,30,0
S00020808,P00014592,Mythic Quest,2024-04-27,23,15.90,34,PlayStation,ASIA,Casual,new,4,1,0
S00020809,P00014593,Mythic Quest,2024-04-23,103,18.67,42,PC,N/A,free,veteran,1,11,0
S00020810,P00014593,Mythic Quest,2024-06-25,196,,MAX,PC,N/A,free,veteran,29,53,0
S00020811,P00014593,Mythic Quest,2024-07-06,24,,47,PC,N/A,free,veteran,13,37,0
S00020812,P00014594,Mythic Quest,2024-04-22,171,3.16,2,PLAYSTATION,,PREMIUM,,5,0,No
S00020813,P00014594,Mythic Quest,2024-04-22,30,,3,PLAYSTATION,,PREMIUM,,24,28,1
S00020814,P00014595,Mythic Quest,2024-05-23,101,209.10,12,PLAYSTATION,NA,Whale,veteran,10,34,0
S00020815,P00014595,Mythic Quest,2024-05-23,13,0,13,PLAYSTATION,NA,Whale,veteran,9,30,0
S00020816,P00014595,Mythic Quest,2024-06-17,86,,17,PLAYSTATION,NA,Whale,veteran,26,36,0
S00020817,P00014596,Mythic Quest,2024-05-12,111,0,17,PC,EU,,,10,55,0
S00020818,P00014596,Mythic Quest,2024-06-02,106,20.70,19,PC,EU,,,26,52,0
S00020819,P00014596,Mythic Quest,2024-06-21,202,8.26,21,PC,EU,,,34,1,0
S00020820,P00014597,Mythic Quest,2024-04-18,57,11.79,40,PlayStation,NA,,Intermediate,8,39,0
S00020821,P00014597,Mythic Quest,2024-05-06,,0,42,PlayStation,NA,,Intermediate,34,,0
S00020822,P00014597,Mythic Quest,2024-05-18,82,,44,PlayStation,NA,,Intermediate,37,23,0
S00020823,P00014597,Mythic Quest,2024-06-12,91,0,46,PlayStation,NA,,Intermediate,19,27,0
S00020824,P00014597,Mythic Quest,2024-06-14,204,20.12,48,PlayStation,NA,,Intermediate,51,6,0
S00020825,P00014597,Mythic Quest,2024-06-16,90,1.94,52,PlayStation,NA,,Intermediate,67,53,0
S00020826,P00014597,Mythic Quest,2024-07-23,223,0,56,PlayStation,NA,,Intermediate,52,66,0
S00020827,P00014597,Mythic Quest,2024-08-10,38,,58,PlayStation,NA,,Intermediate,68,32,0
S00020828,P00014598,Mythic Quest,2024-06-09,176,,,PLAYSTATION,ASIA,Casual,Intermediate,14,1,0
S00020829,P00014598,Mythic Quest,2024-06-19,115,,23,PLAYSTATION,ASIA,Casual,Intermediate,8,47,0
S00020830,P00014599,Mythic Quest,2024-04-18,185,1.64,43,pc,,Premium,,4,46,0
S00020831,P00014599,Mythic Quest,2024-05-14,138,0,44,pc,,Premium,,20,15,0
S00020832,P00014600,Mythic Quest,2024-04-27,20,14.97,16,PC,EU,,veteran,6,8,0
S00020833,P00014600,Mythic Quest,2024-05-07,23,0,18,PC,EU,,veteran,33,33,0
S00020834,P00014600,Mythic Quest,2024-06-11,40,12.29,19,PC,EU,,veteran,31,39,0
S00020835,P00014600,Mythic Quest,2024-07-03,259,,24,PC,EU,,veteran,35,9,0
S00020836,P00014600,Mythic Quest,2024-07-05,31,0,26,PC,EU,,veteran,32,21,0
S00020837,P00014600,Mythic Quest,2024-07-12,73,11.53,27,PC,EU,,veteran,58,38,0
S00020838,P00014600,Mythic Quest,2024-08-13,107,0,28,PC,EU,,veteran,32,47,0
S00020839,P00014601,Mythic Quest,2024-04-16,83,0,7,PLAYSTATION,NA,Whale,New,18,18,0
S00020840,P00014601,Mythic Quest,2024-04-16,80,,9,PLAYSTATION,NA,Whale,New,23,13,0
S00020841,P00014601,Mythic Quest,2024-04-21,150,0,10,PLAYSTATION,NA,Whale,New,16,7,0
S00020842,P00014601,Mythic Quest,2024-05-02,35,,MAX,PLAYSTATION,NA,Whale,New,40,2,0
S00020843,P00014601,Mythic Quest,2024-05-02,60,54.85,15,PLAYSTATION,NA,Whale,New,46,25,0
S00020844,P00014601,Mythic Quest,2024-06-05,19,,17,PLAYSTATION,NA,Whale,New,49,36,0
S00020845,P00014601,Mythic Quest,2024-06-20,184,,23,PLAYSTATION,NA,Whale,New,73,9,0
S00020846,P00014601,Mythic Quest,2024-07-11,61,,MAX,PLAYSTATION,NA,Whale,New,54,52,0
S00020847,P00014602,Mythic Quest,2024-05-11,NULL,0,36,PLAYSTATION,OCE,free,Veteran,,1,0
S00020848,P00014602,Mythic Quest,2024-06-07,186,,38,PLAYSTATION,OCE,free,Veteran,6,6,0
S00020849,P00014602,Mythic Quest,2024-08-10,245,18.22,41,PLAYSTATION,OCE,free,Veteran,14,65,0
S00020850,P00014603,Mythic Quest,2024-06-01,127,7.28,12,,ASIA,Free,veteran,27,46,0
S00020851,P00014603,Mythic Quest,2024-06-19,58,0,14,,ASIA,Free,veteran,46,18,0
S00020852,P00014603,Mythic Quest,2024-06-27,148,7.08,17,,ASIA,Free,veteran,21,53,0
S00020853,P00014603,Mythic Quest,2024-07-07,112,0,19,,ASIA,Free,veteran,55,43,1
S00020854,P00014604,Mythic Quest,2024-04-25,33,0,19,PLAYSTATION,,Premium,,22,,No
S00020855,P00014604,Mythic Quest,2024-05-13,32,0,20,PLAYSTATION,,Premium,,29,33,0
S00020856,P00014604,Mythic Quest,2024-05-28,115,10.78,22,PLAYSTATION,,Premium,,17,31,0
S00020857,P00014604,Mythic Quest,2024-06-20,32,7.13,25,PLAYSTATION,,Premium,,45,50,0
S00020858,P00014604,Mythic Quest,2024-06-20,164,,28,PLAYSTATION,,Premium,,52,26,1
S00020859,P00014605,Mythic Quest,2024-05-15,136,0,38,PlayStation,N/A,,veteran,5,26,0
S00020860,P00014605,Mythic Quest,2024-06-06,210,,40,PlayStation,N/A,,veteran,-1,,0
S00020861,P00014605,Mythic Quest,2024-06-08,46,,41,PlayStation,N/A,,veteran,28,35,0
S00020862,P00014605,Mythic Quest,2024-07-07,239,20.00,46,PlayStation,N/A,,veteran,50,26,0
S00020863,P00014605,Mythic Quest,2024-07-22,186,0,,PlayStation,N/A,,veteran,57,41,0
S00020864,P00014606,Mythic Quest,2024-05-17,24,,30,PLAYSTATION,ASIA,Whale,veteran,9,30,0
S00020865,P00014606,Mythic Quest,2024-07-16,208,,32,PLAYSTATION,ASIA,Whale,veteran,19,11,0
S00020866,P00014607,Mythic Quest,2024-04-24,185,0,11,PC,N/A,Casual,New,23,7,No
S00020867,P00014607,Mythic Quest,2024-07-17,173,,13,PC,N/A,Casual,New,18,41,0
S00020868,P00014607,Mythic Quest,2024-08-08,131,0,16,PC,N/A,Casual,New,32,51,0
S00020869,P00014608,Mythic Quest,2024-04-26,74,0,7,PlayStation,ASIA,,Intermediate,1,48,0
S00020870,P00014608,Mythic Quest,2024-04-28,55,13.64,8,PlayStation,ASIA,,Intermediate,22,,0
S00020871,P00014608,Mythic Quest,2024-05-20,,2.36,11,PlayStation,ASIA,,Intermediate,19,47,0
S00020872,P00014608,Mythic Quest,2024-06-07,NULL,14.69,13,PlayStation,ASIA,,Intermediate,33,11,0
S00020873,P00014608,Mythic Quest,2024-06-12,47,,14,PlayStation,ASIA,,Intermediate,41,39,0
S00020874,P00014608,Mythic Quest,2024-07-09,168,0,19,PlayStation,ASIA,,Intermediate,54,7,1
S00020875,P00014609,Mythic Quest,2024-05-04,133,0,10,PLAYSTATION,SA,free,Intermediate,31,25,0
S00020876,P00014609,Mythic Quest,2024-05-06,52,0,11,PLAYSTATION,SA,free,Intermediate,-1,13,0
S00020877,P00014609,Mythic Quest,2024-05-08,51,0,14,PLAYSTATION,SA,free,Intermediate,34,23,0
S00020878,P00014609,Mythic Quest,2024-06-10,29,0,16,PLAYSTATION,SA,free,Intermediate,23,26,0
S00020879,P00014609,Mythic Quest,2024-06-26,143,10.84,20,PLAYSTATION,SA,free,Intermediate,38,30,0
S00020880,P00014609,Mythic Quest,2024-06-27,58,17.81,20,PLAYSTATION,SA,free,Intermediate,50,,0
S00020881,P00014609,Mythic Quest,2024-07-08,180,,26,PLAYSTATION,SA,free,Intermediate,71,,0
S00020882,P00014610,Mythic Quest,2024-04-30,29,0,11,PlayStation,na,Premium,Veteran,11,,0
S00020883,P00014610,Mythic Quest,2024-05-02,149,6.13,12,PlayStation,na,Premium,Veteran,-1,26,0
S00020884,P00014610,Mythic Quest,2024-05-07,72,,15,PlayStation,na,Premium,Veteran,14,15,0
S00020885,P00014610,Mythic Quest,2024-05-24,63,3.45,16,PlayStation,na,Premium,Veteran,20,16,0
S00020886,P00014610,Mythic Quest,2024-06-26,228,4.81,21,PlayStation,na,Premium,Veteran,47,14,0
S00020887,P00014610,Mythic Quest,2024-06-28,109,0,22,PlayStation,na,Premium,Veteran,41,16,0
S00020888,P00014611,Mythic Quest,2024-06-11,146,0,15,,EU,,,13,8,0
S00020889,P00014611,Mythic Quest,2024-07-04,62,13.35,17,,EU,,,24,,0
S00020890,P00014612,Mythic Quest,2024-04-26,,4.12,4,,na,Casual,new,4,42,0
S00020891,P00014612,Mythic Quest,2024-05-04,159,0,5,,na,Casual,new,28,29,1
S00020892,P00014613,Mythic Quest,2024-05-24,NULL,,31,pc,N/A,,new,22,24,0
S00020893,P00014613,Mythic Quest,2024-05-28,156,,32,pc,N/A,,new,6,6,0
S00020894,P00014613,Mythic Quest,2024-06-12,NULL,,34,pc,N/A,,new,30,0,0
S00020895,P00014613,Mythic Quest,2024-07-19,183,0,39,pc,N/A,,new,62,49,0
S00020896,P00014613,Mythic Quest,2024-08-04,22,0,42,pc,N/A,,new,38,22,0
S00020897,P00014613,Mythic Quest,2024-08-05,184,0,44,pc,N/A,,new,64,64,No
S00020898,P00014613,Mythic Quest,2024-08-08,209,,45,pc,N/A,,new,47,52,0
S00020899,P00014613,Mythic Quest,2024-08-08,12,0,45,pc,N/A,,new,53,39,0
S00020900,P00014614,Mythic Quest,2024-04-24,80,0,25,,OCE,Premium,Intermediate,20,52,0
S00020901,P00014614,Mythic Quest,2024-05-20,70,4.00,27,,OCE,Premium,Intermediate,14,19,0
S00020902,P00014614,Mythic Quest,2024-05-20,12,0,28,,OCE,Premium,Intermediate,11,40,0
S00020903,P00014614,Mythic Quest,2024-06-01,37,0,31,,OCE,Premium,Intermediate,45,2,0
S00020904,P00014614,Mythic Quest,2024-06-21,108,0.30,36,,OCE,Premium,Intermediate,46,67,0
S00020905,P00014614,Mythic Quest,2024-07-05,149,1.27,35,,OCE,Premium,Intermediate,39,,0
S00020906,P00014614,Mythic Quest,2024-07-12,29,0,40,,OCE,Premium,Intermediate,75,49,0
S00020907,P00014614,Mythic Quest,2024-08-02,,15.74,42,,OCE,Premium,Intermediate,74,28,0
S00020908,P00014615,Mythic Quest,2024-04-24,77,,39,,EU,Casual,Veteran,30,42,0
S00020909,P00014615,Mythic Quest,2024-05-09,82,0,41,,EU,Casual,Veteran,16,24,0
S00020910,P00014615,Mythic Quest,2024-05-16,154,2.98,42,,EU,Casual,Veteran,17,16,0
S00020911,P00014615,Mythic Quest,2024-05-17,148,2.08,45,,EU,Casual,Veteran,18,36,0
S00020912,P00014615,Mythic Quest,2024-05-19,163,,47,,EU,Casual,Veteran,37,15,0
S00020913,P00014615,Mythic Quest,2024-06-08,142,0,49,,EU,Casual,Veteran,34,2,0
S00020914,P00014615,Mythic Quest,2024-07-14,154,11.69,54,,EU,Casual,Veteran,,38,0
S00020915,P00014615,Mythic Quest,2024-08-13,208,0,57,,EU,Casual,Veteran,67,58,0
S00020916,P00014616,Mythic Quest,2024-06-19,161,,33,PLAYSTATION,OCE,free,new,11,48,0
S00020917,P00014616,Mythic Quest,2024-08-05,31,0,35,PLAYSTATION,OCE,free,new,17,63,0
S00020918,P00014617,Mythic Quest,2024-04-26,69,,46,PlayStation,na,Casual,new,4,44,0
S00020919,P00014617,Mythic Quest,2024-05-01,91,0,47,PlayStation,na,Casual,new,10,16,0
S00020920,P00014617,Mythic Quest,2024-05-05,178,0,50,PlayStation,na,Casual,new,-1,24,Yes
S00020921,P00014618,Mythic Quest,2024-05-23,90,14.42,47,PLAYSTATION,SA,Casual,Veteran,32,43,0
S00020922,P00014618,Mythic Quest,2024-05-23,99,0,49,PLAYSTATION,SA,Casual,Veteran,6,32,0
S00020923,P00014618,Mythic Quest,2024-07-21,84,7.71,52,PLAYSTATION,SA,Casual,Veteran,24,,0
S00020924,P00014618,Mythic Quest,2024-07-27,231,0,54,PLAYSTATION,SA,Casual,Veteran,41,31,0
S00020925,P00014619,Mythic Quest,2024-06-16,34,8.08,,,NA,,new,35,5,No
S00020926,P00014619,Mythic Quest,2024-07-01,70,,27,,NA,,new,31,3,0
S00020927,P00014620,Mythic Quest,2024-05-03,124,3.18,32,PC,ASIA,Casual,Intermediate,10,11,0
S00020928,P00014620,Mythic Quest,2024-06-13,134,,34,PC,ASIA,Casual,Intermediate,20,40,0
S00020929,P00014620,Mythic Quest,2024-06-22,100,10.89,36,PC,ASIA,Casual,Intermediate,25,13,0
S00020930,P00014620,Mythic Quest,2024-08-06,56,0,39,PC,ASIA,Casual,Intermediate,32,2,0
S00020931,P00014620,Mythic Quest,2024-08-11,36,0,43,PC,ASIA,Casual,Intermediate,,38,0
S00020932,P00014621,Mythic Quest,2024-06-11,51,6.01,1,pc,N/A,Free,,0,31,0
S00020933,P00014621,Mythic Quest,2024-06-12,166,0,3,pc,N/A,Free,,26,23,No
S00020934,P00014621,Mythic Quest,2024-07-10,49,20.74,MAX,pc,N/A,Free,,35,2,0
S00020935,P00014621,Mythic Quest,2024-07-29,50,10.66,9,pc,N/A,Free,,60,0,0
S00020936,P00014622,Mythic Quest,2024-06-17,48,,27,,ASIA,Whale,New,8,13,0
S00020937,P00014622,Mythic Quest,2024-06-21,36,,29,,ASIA,Whale,New,9,18,0
S00020938,P00014622,Mythic Quest,2024-07-11,204,,31,,ASIA,Whale,New,17,47,0
S00020939,P00014622,Mythic Quest,2024-07-18,66,138.74,,,ASIA,Whale,New,30,45,0
S00020940,P00014622,Mythic Quest,2024-07-28,73,177.26,35,,ASIA,Whale,New,,50,0
S00020941,P00014622,Mythic Quest,2024-07-29,154,57.03,39,,ASIA,Whale,New,59,8,0
S00020942,P00014623,Mythic Quest,2024-04-24,39,9.20,38,,ASIA,Free,veteran,21,35,No
S00020943,P00014623,Mythic Quest,2024-05-05,12,0,40,,ASIA,Free,veteran,25,0,0
S00020944,P00014623,Mythic Quest,2024-05-17,150,0,41,,ASIA,Free,veteran,23,18,0
S00020945,P00014623,Mythic Quest,2024-06-06,87,15.93,42,,ASIA,Free,veteran,17,5,0
S00020946,P00014623,Mythic Quest,2024-07-06,239,,49,,ASIA,Free,veteran,44,51,0
S00020947,P00014624,Mythic Quest,2024-05-03,124,0,MAX,,N/A,Casual,New,0,1,No
S00020948,P00014624,Mythic Quest,2024-05-22,65,0,26,,N/A,Casual,New,8,27,0
S00020949,P00014624,Mythic Quest,2024-07-01,51,9.70,30,,N/A,Casual,New,54,62,No
S00020950,P00014624,Mythic Quest,2024-07-09,59,,31,,N/A,Casual,New,20,21,0
S00020951,P00014624,Mythic Quest,2024-07-10,180,4.48,33,,N/A,Casual,New,36,43,0
S00020952,P00014624,Mythic Quest,2024-07-13,36,,38,,N/A,Casual,New,69,38,0
S00020953,P00014625,Mythic Quest,2024-04-18,87,,2,pc,SA,Whale,Veteran,14,,0
S00020954,P00014625,Mythic Quest,2024-05-03,16,125.60,4,pc,SA,Whale,Veteran,24,41,No
S00020955,P00014625,Mythic Quest,2024-06-05,35,7.12,6,pc,SA,Whale,Veteran,37,29,0
S00020956,P00014625,Mythic Quest,2024-06-05,220,0,MAX,pc,SA,Whale,Veteran,50,15,0
S00020957,P00014625,Mythic Quest,2024-06-12,44,,9,pc,SA,Whale,Veteran,34,40,0
S00020958,P00014625,Mythic Quest,2024-08-11,62,48.77,16,pc,SA,Whale,Veteran,77,48,0
S00020959,P00014626,Mythic Quest,2024-07-16,163,,18,Xbox,NA,free,,15,32,0
S00020960,P00014626,Mythic Quest,2024-07-16,46,,20,Xbox,NA,free,,-1,39,0
S00020961,P00014627,Mythic Quest,2024-05-26,81,0,49,PlayStation,na,free,Veteran,0,14,0
S00020962,P00014627,Mythic Quest,2024-06-07,138,,50,PlayStation,na,free,Veteran,25,39,0
S00020963,P00014628,Mythic Quest,2024-05-08,63,17.09,23,,OCE,free,new,7,11,0
S00020964,P00014628,Mythic Quest,2024-06-21,180,0,25,,OCE,free,new,24,38,0
S00020965,P00014628,Mythic Quest,2024-07-03,97,22.40,28,,OCE,free,new,25,3,0
S00020966,P00014628,Mythic Quest,2024-07-21,209,0,31,,OCE,free,new,27,20,0
S00020967,P00014628,Mythic Quest,2024-08-05,99,,34,,OCE,free,new,59,19,0
S00020968,P00014629,Mythic Quest,2024-04-29,155,,29,pc,SA,,Intermediate,-1,10,0
S00020969,P00014629,Mythic Quest,2024-06-10,68,,31,pc,SA,,Intermediate,26,33,0
S00020970,P00014629,Mythic Quest,2024-06-30,159,7.56,33,pc,SA,,Intermediate,46,33,0
S00020971,P00014629,Mythic Quest,2024-07-11,29,11.27,36,pc,SA,,Intermediate,50,34,No
S00020972,P00014629,Mythic Quest,2024-07-21,74,0.30,38,pc,SA,,Intermediate,37,13,0
S00020973,P00014629,Mythic Quest,2024-08-13,65,0,41,pc,SA,,Intermediate,63,59,0
S00020974,P00014630,Mythic Quest,2024-04-17,16,,37,PlayStation,,Whale,Veteran,2,23,No
S00020975,P00014630,Mythic Quest,2024-05-07,30,,39,PlayStation,,Whale,Veteran,28,36,0
S00020976,P00014630,Mythic Quest,2024-05-29,21,,40,PlayStation,,Whale,Veteran,18,7,0
S00020977,P00014630,Mythic Quest,2024-05-31,34,,43,PlayStation,,Whale,Veteran,29,33,0
